Price,Close,High,Low,Open,Volume
Ticker,TRV,TRV,TRV,TRV,TRV
Date,,,,,
2024-08-01,209.38990783691406,216.20334365519832,208.20496444252194,215.4825054759438,1593400
2024-08-02,211.8387908935547,212.49051502799801,207.84947798709769,210.63409418468885,1852300
2024-08-05,205.9930419921875,209.34051471440696,203.84038169452504,209.34051471440696,1798200
2024-08-06,205.66720581054688,208.2642182874353,204.71925708131178,205.40058863847364,1280700
2024-08-07,206.74349975585938,208.58016711364806,206.4373910407898,207.1779824742954,1334500
2024-08-08,209.0245361328125,209.8046342779224,206.71389428661203,207.09900126097878,1033400
2024-08-09,209.8144989013672,209.94287291252357,207.25699327863686,209.3306554452341,1112100
2024-08-12,207.09898376464844,211.4339116759841,206.94100237707042,211.4339116759841,867800
2024-08-13,208.2345733642578,208.71841680624004,206.01279899389993,207.9087113151874,1147700
2024-08-14,211.404296875,211.74002805338912,208.55055172394887,208.55055172394887,664200
2024-08-15,213.71495056152344,214.8702865608142,211.9177896898861,213.19160044024528,848700
2024-08-16,213.8531951904297,215.36400054908796,212.93485395372016,213.70506785941373,1599800
2024-08-19,216.2033233642578,216.36131981998133,213.76430769824697,213.76430769824697,545100
2024-08-20,214.2975616455078,215.99598603205064,213.86307888606112,215.8281204326958,667200
2024-08-21,214.19879150390625,215.69972770614766,212.68798617339635,214.9690053952497,761300
2024-08-22,215.12701416015625,215.77873828007995,213.46808140647522,214.1494279802707,776500
2024-08-23,219.03733825683594,219.60017993349658,215.82810858489646,216.7266814418369,1142600
2024-08-26,219.98529052734375,222.13795091636487,219.14594749539972,219.83717825929347,697200
2024-08-27,220.83450317382812,221.93057916192785,219.42244932406862,220.40990462623515,729900
2024-08-28,221.5849609375,223.22414033424405,219.95566573676902,220.4888849634569,776900
2024-08-29,223.49075317382812,224.19183797813452,219.4323114094967,222.38480809245934,985700
2024-08-30,225.2089385986328,225.34718173861026,222.73041614046045,223.65862653775432,1466500
2024-09-03,225.0114288330078,226.38399106341885,223.34262700643765,223.40188697956688,1040600
2024-09-04,228.5169219970703,228.86253740666507,226.097659332027,226.74938349832797,1137000
2024-09-05,228.9415283203125,231.24228602045304,226.6210022269868,231.16330285194962,1509300
2024-09-06,231.51878356933594,233.62205317885628,229.18838838514452,229.18838838514452,2114700
2024-09-09,238.0754852294922,239.84302363415998,232.8913447657288,233.95778325898658,1826800
2024-09-10,236.88534545898438,240.77309968431504,236.538218330555,238.37300720949102,1463900
2024-09-11,229.39744567871094,237.50024155604785,227.5428170665975,236.47871502813845,2086000
2024-09-12,232.184326171875,232.52152586607102,228.45525954207017,228.5544279109808,1216800
2024-09-13,235.8737335205078,236.2803647015794,232.50169110666658,233.6025614180567,1108600
2024-09-16,240.2672882080078,240.79292748953443,237.7878519240981,237.7878519240981,1069400
2024-09-17,239.55320739746094,241.4772523594364,237.00435478765567,240.3069657069314,908100
2024-09-18,237.77793884277344,240.72351034900623,236.9547641832368,240.42597496926268,997500
2024-09-19,235.62579345703125,239.35486022291715,234.9414666134813,238.74987715735773,1439700
2024-09-20,236.56796264648438,237.708497231398,233.3645353520929,235.21914876464416,2199100
2024-09-23,237.3812255859375,238.303568579601,235.83404469988417,236.32001963844684,1044100
2024-09-24,236.02249145507812,236.95476190712304,234.17779027832145,236.8853455613739,871000
2024-09-25,234.37615966796875,238.36308230562426,233.91002443720717,237.30189144831968,764800
2024-09-26,234.10836791992188,235.46709410842652,231.6685960520553,235.03071091797256,697100
2024-09-27,234.16787719726562,237.1432006896031,233.4537983484424,233.97943762142646,964500
2024-09-30,232.19424438476562,234.03894558621408,230.27019940620045,233.76124993294468,1081600
2024-10-01,233.18601989746094,235.2290729838118,230.79585480967586,231.56943772327904,951900
