Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2024-08-01,184.0858154296875,187.9488373887927,182.756070241777,187.14322966482553,4085400
2024-08-02,183.56167602539062,183.6975607719531,180.2421930933698,183.23167232807123,4548800
2024-08-05,177.92242431640625,179.81510987126774,176.46651007261656,179.1259854229896,4975000
2024-08-06,181.30987548828125,183.34814675361096,178.24274561055412,179.27158941262442,3632500
2024-08-07,181.30987548828125,184.28963924652294,181.21280860455394,182.55225458628996,3801900
2024-08-08,186.94912719726562,187.21119595234663,181.50400641247816,181.98931124245803,3712700
2024-08-09,187.44845581054688,188.60380012344962,185.08882419831815,187.18409496049821,2773700
2024-08-12,185.51962280273438,187.57573610752814,185.04965959644414,187.25263173449707,2290300
2024-08-13,186.99807739257812,187.31138122678516,185.25528279644118,186.3126963092687,2178900
2024-08-14,188.30027770996094,189.0541729865122,186.74349935193962,187.15471903183882,1895100
2024-08-15,189.8961944580078,190.18992706306582,189.24020010596612,189.46538862923754,2472000
2024-08-16,189.72975158691406,190.28784503674382,188.82898254390662,189.53393482797523,2494400
2024-08-19,190.65989685058594,191.44317884449978,189.67101248393485,189.78849955407043,2361400
2024-08-20,191.93272399902344,192.1089695402093,189.70038007640994,190.522819428981,1790400
2024-08-21,193.08807373046875,193.20556080133738,190.06264719684782,191.87398588533398,2579300
2024-08-22,191.8642120361328,193.7832373639652,191.48236409254332,193.1272429449711,1969500
2024-08-23,192.0012664794922,193.25451165576962,190.3270010815726,192.67683205212754,2322000
2024-08-26,193.84197998046875,194.20425670256407,191.8054526443963,191.90336850223014,2567200
2024-08-27,194.57627868652344,195.23227301673464,192.85307036864893,193.3132479486249,2617100
2024-08-28,194.31195068359375,195.81975623304905,193.36222367067452,194.8406574518838,2645200
2024-08-29,194.7427520751953,196.9163526815132,194.12592996898152,195.1344005726496,2989600
2024-08-30,197.90525817871094,197.9444155597347,194.57631307689647,194.9483754260058,4751000
2024-09-03,197.072998046875,200.44110018582546,196.02537013799463,197.68983504902624,3874700
2024-09-04,199.84385681152344,200.08863151170218,196.30930954334798,196.56386985318352,3142500
2024-09-05,198.35560607910156,201.6453783755621,196.7596853247689,199.8144685501034,3229200
2024-09-06,196.54429626464844,199.83406879298894,195.17354899625377,198.1500176808705,3304500
2024-09-09,199.27597045898438,200.7642047650481,197.21985707639817,197.71920700809395,3705000
2024-09-10,201.02857971191406,201.5279147387642,198.62977561739342,199.93197885903353,3070600
2024-09-11,205.50303649902344,205.72822502886538,198.79620407059508,203.4175513761086,5554300
2024-09-12,207.18710327148438,208.2053594774962,203.9169167765694,205.6107535632384,4616400
2024-09-13,210.30062866210938,211.57346011419259,207.6962371590705,208.03891278164446,4572300
2024-09-16,212.62109375,213.3456172826204,211.01537235519407,211.36784851209595,4176100
2024-09-17,209.65443420410156,214.2659812601107,208.54804776151224,212.70921772858466,5635200
2024-09-18,210.44749450683594,212.32736237471875,209.12570517573528,209.65442688412026,3482800
2024-09-19,209.41943359375,213.9134933254878,205.97300176856004,213.45331571218708,5279600
2024-09-20,213.14979553222656,213.29666930908792,209.27257283681266,209.8502375154945,9958800
2024-09-23,215.8912811279297,216.00876820084898,212.72879624967052,213.44353417636586,4074800
2024-09-24,216.35145568847656,216.56685861235502,213.60019054422918,215.18632576564175,3183900
2024-09-25,216.60601806640625,217.21306946673053,215.55839014464462,216.5472745302146,2537800
2024-09-26,218.76002502441406,219.31811847917749,216.7332983946959,217.46762245210385,2673200
2024-09-27,216.22418212890625,219.4649968672862,216.15565297950394,218.3390391882247,3830300
2024-09-30,216.45916748046875,216.69415657405818,214.44222631504505,216.03814722193712,3543400
2024-10-01,214.76531982421875,216.4787426609385,211.38741713708202,216.01856504674487,3548400
2024-10-02,215.1373748779297,215.5975525085563,211.28952376976576,213.7470563764122,3343400
2024-10-03,218.06488037109375,218.1725818339421,214.68699258519362,214.9121811202905,3788300
2024-10-04,221.2763214111328,221.35465110530066,218.60338595954894,219.07334918469454,3553800
2024-10-07,222.37290954589844,222.9114168614494,220.31681107724248,220.66928723470662,3458000
2024-10-08,223.841552734375,224.55630558269468,222.2945749076755,223.34221774734712,3245100
2024-10-09,229.40284729003906,230.03925552150514,223.72407137440138,224.4094375328714,5083600
2024-10-10,228.1496124267578,230.90087773513744,226.96489627474975,230.18613977591707,3142000
2024-10-11,228.3845672607422,228.56081280309186,225.64310273406875,228.37478165166877,3469200
2024-10-14,230.34275817871094,231.18478367071612,228.2964454511165,228.68809390080543,2524400
2024-10-15,228.09085083007812,232.40866495299568,227.84607614316133,231.45893797256966,3350600
2024-10-16,228.7860107421875,228.99162806007703,226.28930585853243,227.25861903167714,2846700
2024-10-17,228.01254272460938,228.27688865480638,225.83894210381337,227.1509309643334,5040100
2024-10-18,227.34674072265625,227.7873321992393,225.35917133329494,227.0725942510107,4715700
2024-10-21,226.90614318847656,227.56213758096297,225.44728062198897,226.377436418664,2733300
2024-10-22,227.3957061767578,228.10065853856585,225.84872821278256,227.14114585605154,3180800
2024-10-23,227.88523864746094,228.4629033360166,225.44727733256005,225.59415111193186,5791000
